AtomicNumber_composition_average,AtomicRadii_composition_average,AtomicVolume_composition_average,AtomicWeight_composition_average,BCCefflatcnt_composition_average,BCCenergy_pa_composition_average,BCCfermi_composition_average,BCCmagmom_composition_average,BCCvolume_pa_composition_average,BCCvolume_padiff_composition_average,BoilingT_composition_average,BulkModulus_composition_average,Column_composition_average,CovalentRadii_composition_average,CovalentRadius_composition_average,Density_composition_average,ElasticModulus_composition_average,ElectricalConductivity_composition_average,ElectronAffinity_composition_average,Electronegativity_composition_average,FirstIonizationEnergy_composition_average,GSbandgap_composition_average,GSenergy_pa_composition_average,GSestBCClatcnt_composition_average,GSestFCClatcnt_composition_average,GSmagmom_composition_average,GSvolume_pa_composition_average,Group_composition_average,HHIp_composition_average,HHIr_composition_average,HeatCapacityMass_composition_average,HeatCapacityMolar_composition_average,HeatFusion_composition_average,HeatVaporization_composition_average,ICSDVolume_composition_average,IonicRadii_composition_average,IonizationEnergy_composition_average,IsAlkali_composition_average,IsAlkalineEarth_composition_average,IsBCC_composition_average,IsBoron_composition_average,IsCarbon_composition_average,IsChalcogen_composition_average,IsDBlock_composition_average,IsFBlock_composition_average,IsFCC_composition_average,IsHalogen_composition_average,IsHexagonal_composition_average,IsMetal_composition_average,IsMetalloid_composition_average,IsMonoclinic_composition_average,IsNobleGas_composition_average,IsNonmetal_composition_average,IsOrthorhombic_composition_average,IsPnictide_composition_average,IsRareEarth_composition_average,IsRhombohedral_composition_average,IsSimpleCubic_composition_average,IsTetragonal_composition_average,IsTransitionMetal_composition_average,MeltingT_composition_average,MendeleevNumber_composition_average,MiracleRadius_composition_average,NUnfilled_composition_average,NValance_composition_average,NdUnfilled_composition_average,NdValence_composition_average,NfUnfilled_composition_average,NfValence_composition_average,NpUnfilled_composition_average,NpValence_composition_average,NsUnfilled_composition_average,NsValence_composition_average,Number_composition_average,Period_composition_average,Polarizability_composition_average,Row_composition_average,SecondIonizationEnergy_composition_average,ShearModulus_composition_average,SpaceGroupNumber_composition_average,SpecificHeatCapacity_composition_average,ThermalConductivity_composition_average,ThermalExpansionCoefficient_composition_average,ThirdIonizationEnergy_composition_average,n_ws^third_composition_average,phi_composition_average,valence_composition_average,index,Reliability,Band gap units,chemicalFormula Clean,Band gap values Clean
10.0,1.31,9320.523448105427,20.99408624,6.4444013785,-1.041215915,-0.13585664500000005,0.0,18.82,-0.6554166665000001,620.44,3.15,9.0,1.13,111.5,484.848,2.5,10.05,190.35,2.455,11.280937999999999,0.985,-1.479151170415,3.2846814095,4.1384392495,0.0,19.47541666665,9.0,1300.0,1000.0,1.026,29.767,1.4275,50.639900000000004,28.05,1.175,1088.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,212.185,47.5,90.0,1.0,4.0,0.0,0.0,0.0,0.0,0.5,2.5,0.5,1.5,10.0,2.5,12.333499999999999,2.5,41.128,1.65,122.0,1.027,70.51395,935.5,67.174,0.41,1.35,1.0,63,1,eV,Na1F1,10.5
12.666666666666666,1.69,35.347734519725535,26.014846186666666,7.273241304000001,-1.83725285,3.465361463333333,0.0,24.68,-3.411180555333333,1009.9066666666666,6.7666666666666675,6.0,1.3666666666666667,145.66666666666669,1298.6666666666667,9.666666666666666,13.4,101.94,1.48,6.879387333333334,0.734,-2.2058998284699998,3.828543578333333,4.8236626440000006,0.0,28.091180555533334,6.0,966.6666666666667,666.6666666666666,1.0546666666666666,26.386666666666667,2.307,68.67333333333333,35.03333333333333,0.7766666666666667,663.7266666666667,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,376.70000000000005,30.666666666666664,154.33333333333334,1.3333333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,12.666666666666666,3.0,17.04,3.0,39.300666666666665,2.1999999999999997,176.0,1.0566666666666666,94.08966666666667,70.66666666666667,59.37066666666667,0.5466666666666666,1.8,2.6666666666666665,64,1,eV,Na2S1,2.4
14.0,1.4449999999999998,9178.472683223226,29.221384640000004,7.330656199,-1.1045152,1.7639815349999999,0.0,24.875,-1.9954166665,697.48,3.7,9.0,1.2650000000000001,134.0,485.607,2.5,10.05,200.75,2.045,9.053353,1.2465,-1.5223375691649998,3.770427165,4.7504405515000006,0.0,26.87041666665,9.0,1300.0,750.0,0.8534999999999999,31.0895,2.9000000000000004,54.105000000000004,34.35,1.415,873.4499999999999,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,271.235,48.0,90.0,1.0,4.0,0.0,0.0,0.0,0.0,0.5,2.5,0.5,1.5,14.0,3.0,13.145,3.0,35.548,1.65,146.5,0.855,70.50445,35.5,55.626000000000005,0.41,1.35,4.0,65,1,eV,Na1Cl1,8.97
18.666666666666668,1.7333333333333332,35.361820796777664,41.646512853333334,7.4600065183333335,-1.8032368366666667,2.7474196433333335,0.0,26.196666666666665,-1.9388888886666666,1090.0,6.966666666666667,6.0,1.4133333333333333,150.66666666666669,2251.6666666666665,10.0,16.066666666666666,100.12,1.47,6.676847333333333,0.26633333333333337,-1.9970915588866667,3.8306750623333334,4.826348145666667,0.0,28.135555555533333,6.0,1466.6666666666667,2333.3333333333335,0.9256666666666666,27.27433333333333,3.9633333333333334,74.11333333333334,36.400000000000006,0.8466666666666667,644.1666666666667,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.9133333333333,31.0,159.33333333333334,1.3333333333333333,6.0,0.0,3.3333333333333335,0.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,18.666666666666668,3.333333333333333,17.330000000000002,3.333333333333333,38.58733333333333,3.433333333333333,157.33333333333331,0.9266666666666666,94.68,62.333333333333336,58.034000000000006,0.5466666666666666,1.8,2.6666666666666665,71,1,eV,Na2Se1,2.0
23.0,1.52,40.9830771032456,51.44688464,7.591533736500001,-1.126558245,1.661232095,0.0,27.384999999999998,-1.9766666665,744.0,4.1,9.0,1.3399999999999999,143.0,2044.0,2.5,10.05,188.65,1.945,8.476438,0.7285,-1.421633360415,3.8868947670000003,4.897180535,0.0,29.361666666650002,9.0,2200.0,3700.0,0.851,51.96,3.9425,56.3675,52.4,1.49,817.85,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,318.33500000000004,48.5,90.0,1.0,9.0,0.0,5.0,0.0,0.0,0.5,2.5,0.5,1.5,23.0,3.5,13.58,3.5,34.543,1.65,146.5,0.728,70.561,35.5,53.8205,0.41,1.35,4.0,72,1,eV,Na1Br1,7.5
21.0,1.8224999999999998,37.126602522636794,47.68232696,7.712275624,-1.9133423074999998,3.08372734,0.0,28.68,-1.14249999975,1332.0,15.225,4.5,1.505,159.25,2400.25,20.5,15.725000000000001,64.775,1.21,6.0064045,0.0,-1.9745216224975,3.9066503152500003,4.922070966000001,0.0,29.822499999975,4.5,2800.0,1225.0,0.97275,27.48,6.8975,90.5,37.325,0.9550000000000001,580.2750000000001,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,504.0975,22.75,173.75,1.5,4.5,0.0,2.5,0.0,0.0,0.75,0.75,0.75,1.25,21.0,3.5,19.732499999999998,3.5,39.597,7.475,213.25,0.97425,111.825,56.0,60.05575,0.9299999999999999,3.1250000000000004,2.0,76,1,eV,Na3Sb1,1.1
24.666666666666664,1.7999999999999998,37.611115495684196,57.859846186666665,7.733248663333334,-1.7810292733333333,3.52947085,0.0,28.906666666666666,-2.176666666333333,1191.0,25.866666666666667,6.0,1.48,156.66666666666669,2725.3333333333335,16.666666666666668,13.400066666666667,98.51666666666667,1.32,6.4292506666666664,0.15466666666666667,-1.8872617577766666,3.9584404056666664,4.9873223913333335,0.0,31.083333333299997,6.0,1700.0,1966.6666666666665,0.886,27.39666666666667,7.526666666666666,82.21666666666667,37.766666666666666,1.0033333333333334,620.2666666666667,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.1333333333333,31.333333333333332,166.66666666666666,1.3333333333333333,6.0,0.0,3.3333333333333335,0.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,24.666666666666664,3.666666666666667,17.906666666666666,3.666666666666667,37.724000000000004,7.533333333333333,203.33333333333331,0.8873333333333333,94.78333333333333,53.6,57.08066666666667,0.5466666666666666,1.8,2.6666666666666665,82,1,eV,Na2Te1,2.3
32.0,1.615,41.0485931754433,74.94711964,8.0155649225,-1.1539941749999998,2.9042408550000003,0.0,32.285,-3.8441666665,806.65,7.0,9.0,1.435,152.5,2954.0,2.5,10.050000000005001,174.0,1.7950000000000002,7.795168,0.531,-1.382821900415,4.1480956245,5.226272994,0.0,36.12916666665,9.0,3000.0,2650.0,0.721,41.33,5.18,59.455,41.1,1.61,752.1,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,378.86,49.0,90.0,1.0,9.0,0.0,5.0,0.0,0.0,0.5,2.5,0.5,1.5,32.0,4.0,14.567499999999999,4.0,33.2085,1.65,146.5,0.6875,70.7245,79.0,52.3205,0.41,1.35,4.0,84,1,eV,Na1I1,5.89
10.0,1.165,9307.709729792514,20.1522,6.024241499,-1.98671122,3.57999445,0.0,15.105,-0.8925,726.55,22.5,9.0,1.045,103.5,869.7145,22.2,11.2,-44.45,2.375,10.6321425,0.0,-3.1495321075,3.104110211,3.910933796,0.0,15.9975,9.0,2900.0,500.0,0.9704999999999999,27.1235,4.3500000000000005,65.50545,20.35,1.06,1025.8000000000002,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,488.9,77.5,112.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,10.0,2.5,5.78433333335,2.5,25.076,8.5,103.0,0.97,78.1337,402.4,67.5385,0.585,1.725,2.0,89,1,eV,Mg1O1,7.77
10.0,1.0133333333333332,12408.813142584277,20.767268799999997,5.803475350333334,-1.0565216966666666,0.3041768200000001,0.0,13.246666666666666,-0.855,510.91999999999996,15.0,12.0,0.9333333333333333,85.0,580.464,14.799999999999999,7.466666666666666,142.0,3.09,14.163945,1.3133333333333332,-1.6461314083333334,2.9842353643333333,3.7599009533333336,0.0,14.101666666666667,12.0,2766.666666666667,1166.6666666666667,0.8903333333333333,29.159,2.9966666666666666,44.7132,18.73333333333333,1.1266666666666667,1366.5666666666668,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,343.33333333333337,84.66666666666667,53.333333333333336,0.6666666666666666,5.333333333333334,0.0,0.0,0.0,0.0,0.6666666666666666,3.3333333333333335,0.0,2.0,10.0,2.333333333333333,3.9602222222333334,2.333333333333333,28.325,5.666666666666667,74.66666666666667,0.8893333333333333,52.0186,1208.2666666666667,68.519,0.38999999999999996,1.1500000000000001,1.3333333333333333,92,1,eV,Mg1F2,11.8
12.666666666666668,1.5066666666666666,22.1536546359554,25.565166666666666,6.8224517119999994,-2.64311735,6.029108493333334,0.0,20.12333333333333,-1.95,1966.3333333333335,63.333333333333336,6.0,1.2766666666666668,131.0,1935.3333333333335,83.6,14.933466666666666,-108.80000000000001,1.5066666666666668,7.8147166666666665,0.25766666666666665,-2.836487541666667,3.533167703,4.4515123616666665,0.0,22.073333333333334,6.0,5100.0,666.6666666666666,0.9193333333333332,23.24266666666667,22.39,204.73333333333335,22.266666666666666,0.5666666666666667,753.9333333333334,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177.6666666666667,71.33333333333334,143.33333333333334,1.3333333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,2.0,12.666666666666668,3.0,9.021111111133333,3.0,15.471666666666668,11.333333333333334,205.0,0.9133333333333333,153.33333333333334,17.400000000000002,64.59266666666666,1.2799999999999998,3.866666666666667,2.6666666666666665,97,1,eV,Mg2Si1,1.435
13.2,1.4720000000000002,25.2190245840325,26.9725048,6.7306572486,-2.781416978,6.479023308,0.0,19.392,-3.3700952379999998,1039.2,31.4,7.2,1.2400000000000002,127.39999999999999,1772.0,28.639999999999997,13.439999999999998,-109.32,1.662,8.782416999999999,0.65,-3.0855670030000004,3.5706322353999997,4.4987147152,0.0,22.76209523808,7.2,3980.0,2340.0,0.9214,24.451,12.504,81.51999999999998,21.599999999999998,0.5,847.3000000000001,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,680.7199999999999,74.0,136.8,1.2,3.2,0.0,0.0,0.0,0.0,1.2,1.2,0.0,2.0,13.2,3.0,7.91200000002,3.0,16.911,10.2,117.2,0.9196,93.69399999999999,65.67999999999999,60.157799999999995,1.3619999999999999,4.29,3.2,105,1,eV,Mg3P2,1.4
18.666666666666664,1.5233333333333334,23.035187524537335,40.41666666666667,7.003290778,-2.4352355166666664,4.184317786666667,0.0,21.526666666666664,-1.4016666666666664,1939.6666666666665,30.0,6.0,1.3133333333333335,134.0,2933.0,67.93333333333334,14.933334333333331,-113.33333333333334,1.5433333333333334,7.7306333333333335,0.12766666666666668,-2.5668613883333333,3.579320254333333,4.509660933,0.0,22.928333333333335,6.0,5300.0,966.6666666666667,0.7886666666666666,24.32,17.966666666666665,196.5,23.0,0.6566666666666666,745.8333333333334,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.1333333333334,71.66666666666667,144.66666666666669,1.3333333333333333,6.0,0.0,3.3333333333333335,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,2.0,18.666666666666664,3.333333333333333,9.124444444466667,3.333333333333333,15.334666666666667,11.333333333333334,204.33333333333334,0.7866666666666667,123.96666666666667,18.433333333333334,64.83533333333332,1.2366666666666666,3.816666666666667,2.6666666666666665,107,1,eV,Mg2Ge1,1.086
20.4,1.516,22.62296215224722,44.55164,6.9822188362,-2.594188094,5.041731432000001,0.0,21.332,-1.272,1172.6,35.8,7.2,1.296,132.2,3333.6000000000004,42.239999999999995,14.959999999999997,-107.2,1.6580000000000001,8.503181,0.0,-2.7857190320000003,3.5622697394,4.4881786304,0.0,22.604,7.2,4500.0,1900.0,0.7454000000000001,24.7774,14.864,89.51999999999998,22.639999999999997,0.664,821.4200000000001,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,989.8,74.4,142.0,1.2,7.2,0.0,4.0,0.0,0.0,1.2,1.2,0.0,2.0,20.4,3.4000000000000004,8.18400000002,3.4000000000000004,16.4742,10.2,182.8,0.744,113.6,21.04,59.426199999999994,1.278,3.99,3.2,123,1,eV,Mg3As2,2.55
23.0,1.5,25.21554886072715,51.63249999999999,7.006420046000001,-2.20720597,4.849107985,0.0,21.525,-2.88,1160.5,26.65,9.0,1.26,130.5,3278.5,32.2,15.2,-17.519999999999996,1.93,8.6993125,0.3995,-2.50653211,3.6530028210000003,4.6024951495,0.0,24.405,9.0,3750.0,3250.0,0.6719999999999999,25.116,7.585000000000001,76.96,26.6,0.61,839.3,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.5,78.5,139.0,1.0,9.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,2.0,23.0,3.5,7.26833333335,3.5,18.1125,10.35,104.0,0.67,79.02,34.9,55.4815,0.585,1.725,4.0,125,1,eV,Mg1Se1,5.6
24.666666666666668,1.6066666666666667,24.470457151106,55.77333333333333,7.232603969333333,-2.3074223666666667,5.7411526933333334,0.0,23.663333333333334,-2.691666666666667,1867.0,49.33333333333333,6.0,1.3766666666666667,140.33333333333334,3595.333333333333,46.266666666666666,17.833333333333332,-113.0,1.5266666666666668,7.545463333333332,0.0,-2.3485305700000003,3.7358312773333333,4.706852465333333,0.0,26.354999999999997,6.0,4400.0,866.6666666666667,0.7576666666666666,25.576,8.036666666666667,181.85666666666668,24.6,0.7166666666666667,728.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,783.6933333333334,72.0,158.33333333333334,1.3333333333333333,6.0,0.0,3.3333333333333335,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,2.0,24.666666666666668,3.666666666666667,9.531111111133333,3.666666666666667,14.900666666666666,17.333333333333336,176.33333333333334,0.756,126.2,23.866666666666667,63.596,1.1933333333333334,3.6833333333333336,2.6666666666666665,128,1,eV,Mg2Sn1,0.1575
27.599999999999998,1.596,26.00994523489166,63.287,7.3193333206,-2.46416855,5.807537968,0.0,24.564,-1.7939999999999998,1561.8,43.8,7.2,1.376,140.2,3721.6000000000004,53.44,14.479999999999997,-97.6,1.6059999999999999,8.031096999999999,0.0,-2.572308322,3.7390287773999997,4.7108810628,0.0,26.357999999999997,7.2,6340.0,1660.0,0.6966,25.0134,13.004,103.74799999999999,26.119999999999997,0.736,776.1000000000001,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,915.3119999999999,74.8,158.0,1.2,7.2,0.0,4.0,0.0,0.0,1.2,1.2,0.0,2.0,27.599999999999998,3.8,9.10000000002,3.8,15.633000000000001,18.2,182.8,0.6948,103.32,19.28,58.205799999999996,1.206,3.8300000000000005,3.2,137,1,eV,Mg3Sb2,0.82
32.0,1.6,28.589490909086948,75.9525,7.4162832635000004,-2.173894625,6.022184795,0.0,25.59,-3.2366666664999997,1312.0,55.0,9.0,1.36,139.5,3989.0,42.2,11.200099999999999,-19.924999999999997,1.705,8.3279175,0.232,-2.341787408335,3.8446508359999996,4.843956518000001,0.0,28.82666666665,9.0,4100.0,2700.0,0.6124999999999999,25.299500000000002,12.93,89.115,28.65,0.845,803.45,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.8299999999999,79.0,150.0,1.0,9.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,2.0,32.0,4.0,8.13333333335,4.0,16.817500000000003,16.5,173.0,0.611,79.175,21.8,54.051500000000004,0.585,1.725,4.0,139,1,eV,Mg1Te1,4.7
35.33333333333333,1.65,25.595336401330897,85.27,7.317217627,-2.2033720766666667,5.492138046666668,0.0,24.56,-0.07,1582.6666666666665,45.333333333333336,6.0,1.3966666666666667,142.66666666666666,4938.666666666667,36.266666666666666,16.53333333333333,-116.66666666666669,1.6500000000000001,7.569699999999999,0.0,-2.237858076666667,3.661839715666667,4.613628939333333,0.0,24.63,6.0,4433.333333333334,933.3333333333333,0.7253333333333333,24.812666666666665,7.244666666666666,144.36666666666667,25.7,0.8766666666666667,730.3,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.5366666666667,72.33333333333334,164.66666666666669,1.3333333333333333,10.666666666666668,0.0,3.3333333333333335,0.0,4.666666666666667,1.3333333333333333,0.6666666666666666,0.0,2.0,35.33333333333333,4.0,9.509444444466666,4.0,15.032666666666668,13.200000000000001,204.33333333333334,0.7230000000000001,115.76666666666667,26.133333333333333,64.07633333333334,1.163333333333333,3.666666666666667,2.6666666666666665,141,1,eV,Mg2Pb1,0.040999999999999995
40.400000000000006,1.6400000000000001,28.126759490258582,98.17516,7.420925819000001,-2.466355994,5.837136156,0.0,25.692,-1.222,1552.6,39.4,7.2,1.4,143.8,4954.8,40.239999999999995,13.799999999999997,-94.0,1.594,7.5019409999999995,0.0,-2.514841146,3.7620751645999997,4.7399176912000005,0.0,26.914,7.2,5300.0,2700.0,0.6626,25.1294,9.5304,148.15999999999997,28.159999999999997,0.8440000000000001,723.94,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,771.56,75.19999999999999,160.8,1.2,12.799999999999999,0.0,4.0,0.0,5.6,1.2,1.2,0.0,2.0,40.400000000000006,4.2,6.62000000002,4.2,15.695800000000002,15.0,121.2,0.6607999999999999,96.74799999999999,20.240000000000002,58.3094,1.166,3.7300000000000004,3.2,144,1,eV,Mg3Bi2,0.1
9.0,1.205,11.94609589139732,18.8962693,5.537856862,-4.308309195,9.01184019,0.0,11.515,-0.31125,3532.5,198.0,13.0,1.0,102.5,2580.0,255.75,18.850000000002503,36.0,1.8250000000000002,7.141894,0.762,-5.211560637085,2.8180086309999997,3.5504683925,0.0,11.82625,13.0,2250.0,1500.0,0.9615,17.6435,30.455000000000002,399.3,12.15,0.385,689.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1640.7350000000001,72.5,114.5,5.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,9.0,2.5,4.915,2.5,21.991,13.0,195.5,0.9630000000000001,132.0,13.9,33.1885,1.5699999999999998,4.75,3.0,146,1,eV,Al1B1,0.82
10.0,1.175,9304.546695568155,20.4941193,5.642366766,-3.85368587,7.019525355,0.0,11.950000000000001,-3.674375,1434.605,38.0,14.0,0.965,96.0,1350.6255,35.25,18.85,19.0,2.325,10.259934000000001,3.2185,-5.978432165,3.148709925,3.967125914,0.0,15.624375,14.0,1450.0,750.0,0.9685,26.662,5.532500000000001,146.7964,19.6,1.125,989.95,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,498.26,77.5,106.5,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,10.0,2.5,3.95,2.5,24.2145,13.0,209.5,0.9710000000000001,118.51299,131.55,37.9475,1.52,5.53,4.0,149,1,eV,Al1N1,5.74
10.0,1.01,11161.956069700645,20.39225544,5.5245407134,-2.9359258180000003,4.949749468,0.0,11.166,-0.889,1170.86,30.4,14.8,0.9099999999999999,88.0,1080.8574,28.2,15.080000000000002,102.66,2.708,10.5651372,0.0,-4.352244391,2.8610314054000003,3.6046736916,0.0,12.055,14.8,940.0,700.0,0.9096,27.3068,4.416,118.36654,17.020000000000003,1.0559999999999998,1019.3800000000001,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,406.26800000000003,81.4,94.8,3.2,4.8,0.0,0.0,0.0,0.0,3.2,2.8,0.0,2.0,10.0,2.4,3.2011999999999996,2.4,28.601399999999998,10.4,97.2,0.912,94.96043999999999,477.24,44.3392,0.5559999999999999,1.6800000000000002,2.4,153,1,eV,Al2O3,9.7
14.0,1.355,22.40427316707555,28.9776503,6.282635204,-4.166611665,8.915974295,0.0,15.540000000000001,-3.9851190475,1672.75,43.5,14.0,1.12,114.0,2261.5,37.75,18.85,58.35,1.9,8.236229,0.8125,-4.57296608125,3.3834142345,4.2628348145,0.0,19.5251190476,14.0,1800.0,3050.0,0.833,24.012,14.625,151.6,17.75,0.35500000000000004,794.6500000000001,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,625.385,78.0,121.5,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,14.0,3.0,5.215,3.0,19.2765,13.0,113.5,0.8345,118.6175,75.05,29.313499999999998,1.52,4.875,4.0,159,1,eV,Al1P1,2.45
14.8,1.334,22.937697283806678,30.031615439999996,6.366977584,-3.2617483419999997,7.764980985999999,0.0,16.14,-5.924125,1547.4319999999998,35.019999999999996,14.8,1.084,111.4,2256.0,39.6,15.080000000000002,138.252,2.192,8.6103132,1.3212,-3.95649927925,3.5158658662,4.4297134128,0.0,22.064125,14.8,1060.0,1000.0,0.7836,23.299999999999997,5.316600000000001,122.32000000000001,22.06,0.39,830.788,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,606.404,82.0,118.19999999999999,3.2,4.8,0.0,0.0,0.0,0.0,3.2,2.8,0.0,2.0,14.8,3.0,4.459999999999999,3.0,21.5292,10.4,132.0,0.786,94.9614,51.24,32.2768,0.5559999999999999,1.6800000000000002,4.8,163,1,eV,Al2S3,4.1
23.0,1.41,19.15919512734395,50.9515693,6.5970871885,-3.93257556,7.11935945,0.0,17.965000000000003,-1.3625,1839.5,49.0,14.0,1.19,120.0,4213.5,54.75,20.75,61.0,1.895,7.887184,0.0,-4.1981561175,3.3729611145,4.2496647085,0.0,19.3275,14.0,2450.0,2500.0,0.613,24.42,17.575000000000003,161.6,19.05,0.56,762.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1011.735,78.5,128.0,4.0,9.0,0.0,5.0,0.0,0.0,4.0,2.0,0.0,2.0,23.0,3.5,5.555,3.5,18.7305,13.0,195.5,0.615,143.5,19.25,28.399,1.415,4.5,4.0,164,1,eV,Al1As1,2.5
