Unnamed: 0,AtomicNumber_composition_average,AtomicRadii_composition_average,AtomicVolume_composition_average,AtomicWeight_composition_average,BCCefflatcnt_composition_average,BCCenergy_pa_composition_average,BCCfermi_composition_average,BCCmagmom_composition_average,BCCvolume_pa_composition_average,BCCvolume_padiff_composition_average,BoilingT_composition_average,BulkModulus_composition_average,Column_composition_average,CovalentRadii_composition_average,CovalentRadius_composition_average,Density_composition_average,ElasticModulus_composition_average,ElectricalConductivity_composition_average,ElectronAffinity_composition_average,Electronegativity_composition_average,FirstIonizationEnergy_composition_average,GSbandgap_composition_average,GSenergy_pa_composition_average,GSestBCClatcnt_composition_average,GSestFCClatcnt_composition_average,GSmagmom_composition_average,GSvolume_pa_composition_average,Group_composition_average,HHIp_composition_average,HHIr_composition_average,HeatCapacityMass_composition_average,HeatCapacityMolar_composition_average,HeatFusion_composition_average,HeatVaporization_composition_average,ICSDVolume_composition_average,IonicRadii_composition_average,IonizationEnergy_composition_average,IsAlkali_composition_average,IsAlkalineEarth_composition_average,IsBCC_composition_average,IsBoron_composition_average,IsCarbon_composition_average,IsChalcogen_composition_average,IsDBlock_composition_average,IsFBlock_composition_average,IsFCC_composition_average,IsHalogen_composition_average,IsHexagonal_composition_average,IsMetal_composition_average,IsMetalloid_composition_average,IsMonoclinic_composition_average,IsNonmetal_composition_average,IsOrthorhombic_composition_average,IsPnictide_composition_average,IsRareEarth_composition_average,IsRhombohedral_composition_average,IsSimpleCubic_composition_average,IsTetragonal_composition_average,IsTransitionMetal_composition_average,MeltingT_composition_average,MendeleevNumber_composition_average,MiracleRadius_composition_average,NUnfilled_composition_average,NValance_composition_average,NdUnfilled_composition_average,NdValence_composition_average,NfUnfilled_composition_average,NfValence_composition_average,NpUnfilled_composition_average,NpValence_composition_average,NsUnfilled_composition_average,NsValence_composition_average,Number_composition_average,Period_composition_average,Polarizability_composition_average,Row_composition_average,SecondIonizationEnergy_composition_average,ShearModulus_composition_average,SpaceGroupNumber_composition_average,SpecificHeatCapacity_composition_average,ThermalConductivity_composition_average,ThermalExpansionCoefficient_composition_average,ThirdIonizationEnergy_composition_average,n_ws^third_composition_average,phi_composition_average,valence_composition_average,index,Reliability,Band gap units,chemicalFormula Clean,Band gap values Clean
0.0,0.01282051282051283,0.19092331768388104,0.5839457325496668,0.010893213583933734,0.1761110851237041,0.8932619235557308,0.012693343720698524,0.0,0.07075314273000334,0.8525716639667471,0.11965843849108897,0.0171875,0.36,0.15350716121924346,0.13147138964577648,0.0,0.011337868480725623,0.13116591928251123,0.7538635811958896,0.6363636363636365,0.6752333808910621,0.17852519289524102,0.9048357334344618,0.20991685982930863,0.20991685989648767,0.0,0.083989171104743,0.36,0.23076923076923078,0.38235294117647056,0.795413282369804,0.3581332771986345,0.00550806483281302,0.10258504110492711,0.1824370319945541,0.43382352941176466,0.6751023837026147,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.030884036166191342,0.3378378378378379,0.31865828092243187,0.041666666666666664,0.05063291139240507,0.0,0.0,0.0,0.0,0.1,0.5,0.6666666666666666,0.5,0.01282051282051283,0.0,0.30690922027567547,0.0,0.8848110888722143,0.024045801526717557,0.5309734513274336,0.795413282369804,0.14772110187714302,0.6827842622223045,0.87934875138268,0.2768361581920904,0.2203932832523199,0.0,0,1,eV,Li1F1,13.105
0.004155124653739612,0.0641025641025641,0.2754303599374023,0.5750304859184231,0.052409706039378445,0.310002408826647,0.8847046169149003,0.1841569064941512,0.0,0.1381132495271999,0.7321425228107622,0.13828529822387187,0.01890625,0.36,0.2526625045905251,0.2847411444141688,6.472619596784024e-05,0.011337868480725623,0.13116591928251123,0.7791083420988754,0.44764096662830855,0.4495714296025527,0.22592045984154105,0.9000977097242494,0.3539495744905591,0.3539495745083029,0.0,0.16668763483679772,0.36,0.23076923076923078,0.34558823529411764,0.7294792164357381,0.38234136608670977,0.01815691818342463,0.1074452461455198,0.26820966643975497,0.5514705882352942,0.44938569778431153,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.04691648349687709,0.34459459459459457,0.31865828092243187,0.041666666666666664,0.05063291139240507,0.0,0.0,0.0,0.0,0.1,0.5,0.6666666666666666,0.5,0.0641025641025641,0.125,0.3235648265342644,0.125,0.7748681127605113,0.024045801526717557,0.6393805309734513,0.7296703296703295,0.14768797582379262,0.016869832226558888,0.7616183344632653,0.2768361581920904,0.2203932832523199,0.5,6,1,eV,Li1Cl1,9.33
0.004847645429362881,0.1794871794871795,0.3223787167449139,0.001552592317918492,0.16456375202225973,0.3494145936884826,0.8817246607374708,0.1748835982509317,0.0,0.16603626654800308,0.733827632062012,0.14953298143738508,0.02015625,0.36,0.30774880646345937,0.34604904632152583,0.1329617627083646,0.011337868480725623,0.13116591928251123,0.749737033740594,0.4016110471806674,0.391127974188905,0.13203614520221635,0.9111460708422433,0.38848439995471307,0.38848440000054996,0.0,0.1945473437985937,0.36,0.33727810650887574,0.7794117647058822,0.7285236502627807,0.7643715506905484,0.02711204865406137,0.11061866506686145,0.5139550714771952,0.588235294117647,0.3910007350624803,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05970443047867725,0.35135135135135137,0.31865828092243187,0.041666666666666664,0.24050632911392406,0.0,0.5,0.0,0.0,0.1,0.5,0.6666666666666666,0.5,0.1794871794871795,0.25,0.33249297036973724,0.25,0.7550665552350163,0.024045801526717557,0.6393805309734513,0.6811275680840897,0.147885163015052,0.016869832226558888,0.743211487585191,0.2768361581920904,0.2203932832523199,0.5,7,1,eV,Li1Br1,7.95
0.006232686980609419,0.1282051282051282,0.45696400625978106,0.0010297906177854498,0.12532081138662174,0.31689321299615936,0.7547091942942595,0.27871679706039487,0.0,0.14512181555234172,0.8076728641464921,0.3194450488986154,0.05859375,0.0,0.3720161586485493,0.3920299727520435,0.15411077008652557,0.054988662131519275,0.21132286995515695,0.45335383121611783,0.0690448791714614,0.14730356287883517,0.0,0.8337669299178831,0.3448160821722742,0.34481608229795857,0.0,0.16433454016774537,0.0,0.46153846153846156,0.551470588235294,0.9999999999999999,0.3008484271606521,0.053354661208301415,0.17570706508668885,0.24710687542545953,0.29411764705882354,0.14787881969967448,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.11576165857771811,0.0,0.640461215932914,0.08333333333333334,0.06962025316455696,0.0,0.25,0.0,0.0,0.15000000000000002,0.15000000000000002,1.0,0.25,0.1282051282051282,0.1875,0.4599242647110976,0.1875,0.9992266555891784,0.09332061068702291,0.9347345132743362,0.9999999999999999,0.24269192770384146,0.027413477368158193,0.9362794823042457,0.5932203389830509,0.5007180733539549,0.16666666666666666,9,1,eV,Li3Sb1,1.0
0.006925207756232687,0.2948717948717949,0.3818466353677621,0.0015567041714691378,0.2831503501549685,0.4134752853446798,0.8780156509755698,0.2870672109353613,0.0,0.22054733563243967,0.565990750637533,0.16468060296203268,0.02921875,0.36,0.37752478883584273,0.41076294277929143,0.21056497526532622,0.011337868480725623,0.1311659192826233,0.7141759041993689,0.332566168009206,0.32211300167188617,0.0962404846978406,0.9154041155746246,0.4659353465694619,0.4659353467111952,0.0,0.2702284598644058,0.36,0.4319526627218935,0.625,0.6788342092689917,0.5697915999304418,0.037742239500500666,0.11494924226891333,0.36010891763104147,0.6470588235294117,0.321957366376142,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07613734960974847,0.35810810810810817,0.31865828092243187,0.041666666666666664,0.24050632911392406,0.0,0.5,0.0,0.0,0.1,0.5,0.6666666666666666,0.5,0.2948717948717949,0.375,0.35276088309968984,0.375,0.728772845267083,0.024045801526717557,0.6393805309734513,0.6656473960821786,0.14845527982797696,0.04905569634301993,0.7279191750307121,0.2768361581920904,0.2203932832523199,0.5,10,1,eV,Li1I1,6.0
0.01038781163434903,0.23076923076923078,0.4741784037558687,0.001112823966702906,0.2353534400366555,0.32648579416922374,0.7545243716194492,0.28038635068986456,0.0,0.15296473467571475,0.8398022805369881,0.31805480430537164,0.05,0.0,0.38303341902313626,0.40735694822888274,0.21983898555716092,0.036281179138321996,0.20179372197309414,0.45881543814224446,0.06559263521288838,0.11380024664847166,0.0,0.8377074188554875,0.3490871355911215,0.34908713572337524,0.0,0.16822064106658094,0.0,0.38461538461538464,0.6470588235294117,0.9918776875298613,0.3021755246611325,0.03470565569103297,0.21464018142222077,0.2644656228727026,0.32720588235294124,0.11364590990234175,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.09136817457389995,0.0033783783783783994,0.6477987421383649,0.08333333333333334,0.20253164556962028,0.0,0.25,0.0,0.25,0.15000000000000002,0.15000000000000002,1.0,0.25,0.23076923076923078,0.25,0.42811133840079224,0.25,1.0000000000000002,0.07041984732824427,0.7643805309734513,0.9918776875298613,0.22836926832103213,0.02785742032148869,0.9369396004628474,0.57909604519774,0.4910517012814848,0.16666666666666666,15,1,eV,Li3Bi1,0.7
0.0110803324099723,0.01282051282051283,0.05946791862284817,0.5832284597118463,0.008552233594086661,0.05127987076202001,0.6619861615851921,0.5780927995166842,0.0,0.016186450105684716,0.8299163062405213,0.2566543496176741,0.203125,0.36,0.03598971722365041,0.05313351498637592,0.055973790126119714,0.3412698412698413,0.28026905829596416,0.16316044987458533,0.6478711162255466,0.6816271961154198,0.0,0.6336365331643228,0.0969243503225361,0.09692435034788605,0.0,0.03195549156380616,0.36,0.4733727810650888,0.29411764705882354,0.4775919732441471,0.26347003962987714,0.026381894131275643,0.20781007220302997,0.0966643975493533,0.37499999999999994,0.6815604326367741,0.0,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.1812455855983747,0.7432432432432432,0.3689727463312369,0.041666666666666664,0.05063291139240507,0.0,0.0,0.0,0.0,0.2,0.4,0.0,1.0,0.01282051282051283,0.0,0.11716050818614424,0.0,0.31066443584443126,0.7557251908396947,0.4469026548672566,0.47797419971333016,0.3491615040390538,0.2925954014909084,1.0,0.4717514124293785,0.3905214317277949,0.16666666666666666,16,1,eV,Be1O1,10.48
0.015235457063711912,0.0641025641025641,0.22848200312989053,0.0006486093416676975,0.04908725060478558,0.15733946100978025,0.6252800696659689,0.7898255807565034,0.0,0.062298364667927444,0.45281694096500585,0.3325278549752105,0.21515625,0.36,0.14248990084465663,0.18596730245231602,0.1394855492584828,0.36281179138321995,0.28026905829596416,0.23515656606521562,0.4499424626006905,0.5166019190157767,0.19954947957122882,0.6698178652685683,0.2587332527075482,0.25873325271278536,0.0,0.12523239722101848,0.36,0.48520710059171596,0.33088235294117646,0.4374581939799331,0.2023503354353338,0.03282872906481317,0.21243106106813764,0.15384615384615383,0.10294117647058823,0.5165284049144176,0.0,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.22652740720399323,0.75,0.4507337526205451,0.041666666666666664,0.05063291139240507,0.0,0.0,0.0,0.0,0.2,0.4,0.0,1.0,0.0641025641025641,0.125,0.13869067573421542,0.125,0.1945445559673126,0.7557251908396947,0.5752212389380531,0.43784042044911614,0.34916429360144124,0.029929154103697675,0.8975211161349191,0.4717514124293785,0.3905214317277949,0.5,22,1,eV,Be1S1,4.17
0.01592797783933518,0.1794871794871795,0.26917057902973396,0.0006499354447070576,0.16740773802615336,0.19966291221760446,0.6321779072195506,0.6926324116614991,0.0,0.08760707531427299,0.6512947256080435,0.36157550461561205,0.21609375000000003,0.36,0.19390378259272856,0.23705722070844676,0.26139081557735816,0.36394557823129253,0.36995515695067266,0.22852981632818192,0.44303797468354433,0.48582493074329225,0.07240691833669928,0.7041807165646927,0.2596812901014962,0.25968129014476593,0.0,0.12597676726728826,0.36,0.57396449704142,0.6985294117647058,0.36349737219302436,0.22672316746139978,0.05417071626317958,0.22387640842643505,0.1817562968005446,0.15441176470588233,0.4857187860968181,0.0,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2408683702523729,0.7567567567567568,0.48218029350104824,0.041666666666666664,0.24050632911392406,0.0,0.5,0.0,0.0,0.2,0.4,0.0,1.0,0.1794871794871795,0.25,0.14761881956968823,0.25,0.17346230069141252,0.7769083969465648,0.45132743362831856,0.3633062589584329,0.35225199046899514,0.020680342575978988,0.877080391687099,0.4717514124293785,0.3905214317277949,0.5,23,1,eV,Be1Se1,3.61
0.01662049861495845,0.22820512820512817,0.2992175273865415,0.0006048720942960024,0.2185014901392445,0.21436033671640575,0.568487751688279,0.8153201080195126,0.0,0.1046390032261653,0.7481772734932315,0.4919683583784602,0.29625,0.21600000000000008,0.2453176643408006,0.2724795640326975,0.3001156714258376,0.4702947845804989,0.3596412556053812,0.031717776519135876,0.30586881472957417,0.43511558528866845,0.0,0.6726878565180316,0.25348916091800877,0.25348916097120977,0.0,0.1310426772159861,0.21600000000000008,0.9124260355029585,0.5161764705882352,0.4035547061634018,0.20942147701375616,0.10021769649133137,0.28521000515236994,0.15439074200136144,0.20294117647058824,0.43633308831250656,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.4,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.31431408392415044,0.7054054054054055,0.5417190775681342,0.05833333333333333,0.17215189873417724,0.0,0.4,0.0,0.0,0.24,0.24,0.0,1.0,0.22820512820512817,0.30000000000000004,0.1746084957619796,0.30000000000000004,0.13086629351293746,0.9984732824427481,0.8,0.4035547061634018,0.4523275411169872,0.008124156045948096,0.9800414931413979,0.8508474576271187,0.7408307556341139,0.3666666666666667,24,1,eV,Be3Sb2,0.67
